scaffold,start,end,mid,sites,pi_Species1,pi_Species2,dxy_Species1_Species2,Fst_Species1_Species2
1,41500001,41550000,41508417,1068,0.0358,0.1345,0.1881,0.4006
1,41550001,41600000,41567853,1214,0.0713,0.1244,0.1693,0.2698
1,41650001,41700000,41674268,1273,0.0501,0.123,0.1612,0.3129
1,41700001,41750000,41727236,2232,0.0397,0.1262,0.1705,0.3645
1,41750001,41800000,41779258,3170,0.0588,0.1316,0.1711,0.2936
1,41800001,41850000,41823519,1904,0.0494,0.141,0.1896,0.3473
1,41850001,41900000,41869438,1991,0.032,0.1396,0.1773,0.374
1,41900001,41950000,41920745,2323,0.0491,0.1444,0.1999,0.3649
1,41950001,42000000,41971530,2723,0.0462,0.1314,0.178,0.3501
1,42000001,42050000,42028052,2470,0.0294,0.1462,0.2151,0.4512
1,42050001,42100000,42062203,792,0.0061,0.1618,0.2576,0.5602
1,42100001,42150000,42126076,750,0.0191,0.1497,0.2537,0.5406
1,42150001,42200000,42175309,1699,0.0255,0.1331,0.2011,0.4664
1,42200001,42250000,42226131,1651,0.0446,0.1135,0.2089,0.4653
1,42250001,42300000,42277036,2211,0.0303,0.1289,0.2157,0.4887
1,42300001,42350000,42321841,1991,0.0534,0.1433,0.1973,0.3493
1,42350001,42400000,42363624,1598,0.0535,0.1313,0.1877,0.3523
1,42400001,42450000,42429627,2596,0.0408,0.1474,0.2117,0.4074
1,42450001,42500000,42476475,2962,0.0464,0.1382,0.1871,0.3567
1,42500001,42550000,42526075,1319,0.062,0.139,0.2231,0.3892
1,42550001,42600000,42575247,1746,0.0474,0.1256,0.2264,0.4628
1,42600001,42650000,42629907,1997,0.0573,0.1416,0.205,0.3592
1,42650001,42700000,42676081,2367,0.0385,0.1278,0.2034,0.4414
1,42700001,42750000,42723404,2720,0.039,0.124,0.2259,0.4905
1,42750001,42800000,42775576,1998,0.0584,0.1323,0.1826,0.3237
1,42800001,42850000,42829978,3410,0.0484,0.1458,0.1825,0.3223
1,42850001,42900000,42872851,3811,0.0617,0.1365,0.1947,0.3344
1,42900001,42950000,42925014,4167,0.0631,0.1367,0.1947,0.3303
1,42950001,43000000,42971769,3555,0.0552,0.1315,0.1747,0.314
1,43000001,43050000,43018477,2617,0.0613,0.1354,0.1881,0.3224
1,43050001,43100000,43079005,1300,0.0314,0.1573,0.2408,0.4683
1,43100001,43150000,43124813,1752,0.0643,0.1539,0.2364,0.3804
1,43150001,43200000,43174023,2604,0.0686,0.1439,0.2329,0.3817
1,43200001,43250000,43227950,2106,0.0424,0.1287,0.2305,0.478
1,43250001,43300000,43278420,2000,0.061,0.1523,0.2705,0.4481
1,43300001,43350000,43324005,2061,0.0199,0.1647,0.2637,0.5221
1,43350001,43400000,43370758,1248,0.0438,0.1215,0.2248,0.4793
1,43400001,43450000,43422260,2119,0.0188,0.1338,0.209,0.5034
1,43450001,43500000,43473516,2715,0.0375,0.1411,0.1979,0.402
1,43500001,43550000,43519400,1461,0.0487,0.1236,0.2919,0.5586
1,43550001,43600000,43574809,1393,0.0188,0.1213,0.3007,0.6559
1,43600001,43650000,43622222,2188,0.0347,0.1389,0.221,0.4623
1,43650001,43700000,43671490,1412,0.0602,0.1222,0.2263,0.4331
1,43700001,43750000,43725918,2157,0.0429,0.1338,0.2136,0.4345
1,43750001,43800000,43776399,2569,0.0302,0.1415,0.1794,0.3807
1,43800001,43850000,43826810,2300,0.0487,0.1287,0.1762,0.3441
1,43850001,43900000,43873020,3667,0.053,0.1205,0.1633,0.3158
1,43900001,43950000,43922869,1346,0.0562,0.1208,0.1674,0.3165
1,43950001,44000000,43966124,1983,0.0418,0.1285,0.1975,0.4169
1,44000001,44050000,44031833,1699,0.0627,0.1178,0.1716,0.3153
1,44050001,44100000,44077108,2253,0.0701,0.1242,0.2108,0.3722
1,44100001,44150000,44118102,1353,0.0697,0.1138,0.1633,0.2812
1,44150001,44200000,44178273,1148,0.0445,0.1332,0.2047,0.4133
1,44200001,44250000,44231152,1825,0.0184,0.1415,0.2261,0.5173
1,44250001,44300000,44264977,2326,0.0571,0.1339,0.215,0.3962
1,44300001,44350000,44325927,2265,0.0315,0.1332,0.1965,0.4364
1,44350001,44400000,44373994,3167,0.0412,0.1292,0.2103,0.4433
1,44400001,44450000,44426022,2134,0.0474,0.1275,0.2251,0.4564
1,44450001,44500000,44471973,2627,0.0728,0.1193,0.2201,0.3932
1,44500001,44550000,44524450,1766,0.0454,0.1169,0.2118,0.4605
1,44550001,44600000,44574862,1890,0.0482,0.1338,0.2048,0.401
1,44600001,44650000,44623915,2796,0.0403,0.1266,0.1948,0.4201
1,44650001,44700000,44675986,1728,0.0143,0.1624,0.2157,0.4634
1,44700001,44750000,44714428,941,0.0639,0.1517,0.1879,0.281
1,44750001,44800000,44771428,866,0.0418,0.1533,0.2131,0.395
1,44800001,44850000,44828665,1129,0.055,0.1183,0.2341,0.469
1,44850001,44900000,44873744,3084,0.0619,0.1406,0.1877,0.3086
1,44900001,44950000,44930262,2725,0.0355,0.1301,0.1849,0.4047
1,44950001,45000000,44973157,2221,0.0829,0.1286,0.1799,0.2592
1,45000001,45050000,45033514,1377,0.0601,0.1296,0.1639,0.2744
1,45050001,45100000,45067876,1455,0.0183,0.1255,0.2767,0.6234
1,45100001,45150000,45126129,517,0.0202,0.1225,0.294,0.6426
1,45400001,45450000,45421127,1393,0.0333,0.1295,0.3366,0.6349
1,45450001,45500000,45477527,998,0.0152,0.1425,0.3345,0.6579
1,45500001,45550000,45532706,1018,0.0869,0.1461,0.2326,0.3342
1,45550001,45600000,45577310,1305,0.0534,0.1431,0.188,0.3274
1,45600001,45650000,45629446,1854,0.0839,0.1259,0.1766,0.2533
1,45650001,45700000,45676480,1071,0.0483,0.1351,0.2118,0.4123
1,45700001,45750000,45726034,2892,0.0408,0.1472,0.1972,0.3767
1,45750001,45800000,45766156,1624,0.0314,0.1592,0.2457,0.4727
1,46100001,46150000,46129578,2915,0.0393,0.1472,0.2384,0.4624
1,46150001,46200000,46174866,3718,0.0498,0.14,0.2133,0.4009
1,46200001,46250000,46220282,2445,0.0371,0.1363,0.1957,0.4093
1,46250001,46300000,46272602,1729,0.0357,0.1502,0.2022,0.3966
1,46300001,46350000,46322136,1913,0.0281,0.1565,0.2113,0.4243
1,46350001,46400000,46368254,1866,0.025,0.1621,0.2066,0.4117
1,46400001,46450000,46418980,1711,0.0467,0.1427,0.2183,0.4138
1,46450001,46500000,46476758,1719,0.0336,0.1443,0.2329,0.4751
1,46500001,46550000,46531383,1167,0.0475,0.1532,0.219,0.3914
1,46550001,46600000,46573599,1531,0.0352,0.1382,0.2363,0.4892
1,46600001,46650000,46632406,1149,0.012,0.1381,0.2291,0.5515
1,46650001,46700000,46673477,1544,0.05,0.1374,0.2086,0.3959
1,46700001,46750000,46731373,1925,0.0634,0.1448,0.2439,0.4128
1,46750001,46800000,46777842,3043,0.0402,0.1565,0.2722,0.4949
1,46800001,46850000,46820116,1982,0.0549,0.1464,0.2313,0.4089
1,46850001,46900000,46872260,2609,0.0391,0.152,0.2263,0.4314
1,46900001,46950000,46921249,981,0.0285,0.1464,0.2598,0.5285
1,46950001,47000000,46977520,1519,0.0547,0.1393,0.2105,0.3827
1,47000001,47050000,47030339,1058,0.024,0.1365,0.2468,0.5434
1,47050001,47100000,47079028,1642,0.0315,0.1468,0.2289,0.4692
1,47100001,47150000,47127106,2237,0.0429,0.1387,0.2514,0.4901
1,47150001,47200000,47174745,2141,0.0419,0.1527,0.2198,0.4096
1,47200001,47250000,47223555,1905,0.0735,0.1437,0.2241,0.3532
1,47250001,47300000,47278987,1783,0.0288,0.1278,0.1848,0.433
1,47300001,47350000,47320877,1472,0.0594,0.1183,0.1943,0.379
1,47350001,47400000,47377708,682,0.0449,0.1311,0.2327,0.4695
1,47400001,47450000,47425295,2586,0.0558,0.1502,0.2218,0.3808
1,47450001,47500000,47473842,1178,0.0214,0.1679,0.2447,0.482
1,47500001,47550000,47528042,2320,0.0619,0.1493,0.239,0.3997
1,47600001,47650000,47621416,1056,0.0321,0.1534,0.2101,0.4171
1,47650001,47700000,47676092,1502,0.0491,0.1451,0.2239,0.413
1,47700001,47750000,47721463,1797,0.04,0.1469,0.2318,0.4494
1,47750001,47800000,47771006,1521,0.0307,0.1532,0.2355,0.4697
1,47800001,47850000,47827332,1831,0.0087,0.1649,0.2662,0.5579
1,47850001,47900000,47874953,1459,0.0371,0.1538,0.2769,0.5145
1,47900001,47950000,47928730,2481,0.01,0.1662,0.2337,0.5014
1,47950001,48000000,47961974,1325,0.0324,0.1602,0.2328,0.4455
1,48000001,48050000,48029130,1080,0.0275,0.1167,0.2521,0.5828
1,48050001,48100000,48072803,2219,0.0278,0.1205,0.2863,0.6157
1,48100001,48150000,48123460,1798,0.0528,0.1277,0.2687,0.5103
1,48150001,48200000,48169928,1711,0.0314,0.1133,0.2968,0.6306
1,48200001,48250000,48224923,1863,0.0202,0.1061,0.3458,0.7182
1,48250001,48300000,48272269,1679,0.0361,0.1468,0.2267,0.4518
1,48300001,48350000,48322410,3279,0.0549,0.1381,0.2131,0.39
1,48350001,48400000,48377892,1896,0.037,0.1275,0.1937,0.426
1,48400001,48450000,48423739,2012,0.0579,0.127,0.19,0.3546
1,48450001,48500000,48476879,2466,0.0463,0.1328,0.2174,0.4339
1,48500001,48550000,48526469,3004,0.0822,0.1183,0.2182,0.3676
1,48550001,48600000,48574356,2271,0.0689,0.1309,0.2025,0.3445
1,48600001,48650000,48622731,2010,0.0584,0.1379,0.2233,0.4012
1,48650001,48700000,48676316,1800,0.0596,0.12,0.2165,0.421
1,48700001,48750000,48724418,2637,0.0567,0.1294,0.2326,0.4399
1,48750001,48800000,48769155,2143,0.0606,0.1122,0.2397,0.4751
1,48800001,48850000,48832400,1220,0.0336,0.0926,0.2774,0.6451
1,48850001,48900000,48875373,2505,0.0878,0.141,0.2482,0.3694
1,48900001,48950000,48922080,1811,0.0707,0.1425,0.284,0.4616
1,48950001,49000000,48971665,2089,0.0654,0.1402,0.2702,0.4581
1,49000001,49050000,49022725,1337,0.1217,0.1467,0.2803,0.3446
1,49050001,49100000,49068327,701,0.0025,0.1671,0.1948,0.4479
1,49100001,49150000,49126867,2771,0.0678,0.1361,0.2608,0.4452
1,49150001,49200000,49172343,2305,0.0898,0.1239,0.2589,0.4113
1,49200001,49250000,49224981,2933,0.0943,0.1302,0.2462,0.3696
1,49250001,49300000,49270554,1952,0.0441,0.1422,0.1711,0.3127
1,49300001,49350000,49327531,2313,0.0513,0.1261,0.2594,0.5039
1,49350001,49400000,49372671,1818,0.0385,0.1039,0.343,0.6708
1,49400001,49450000,49422012,844,0.0475,0.122,0.3435,0.6181
1,49450001,49500000,49474647,2524,0.0324,0.1476,0.2344,0.4745
1,49500001,49550000,49528514,2321,0.0338,0.1625,0.2688,0.4957
1,49600001,49650000,49630277,945,0.025,0.1625,0.1913,0.3762
1,49650001,49700000,49677452,1609,0.0387,0.1559,0.223,0.4181
1,49700001,49750000,49725949,1841,0.0182,0.1622,0.2298,0.4777
1,49750001,49800000,49776859,2555,0.0418,0.1509,0.2518,0.4704
1,49800001,49850000,49825730,1773,0.043,0.1523,0.2762,0.5011
1,49850001,49900000,49871042,1874,0.0295,0.1563,0.3271,0.5897
1,49900001,49950000,49922390,2232,0.0913,0.145,0.233,0.327
1,49950001,50000000,49977485,1585,0.0509,0.1388,0.2102,0.3936
1,50000001,50050000,50024837,2184,0.0662,0.1444,0.2052,0.3304
1,50050001,50100000,50074186,2604,0.0604,0.1513,0.1925,0.3022
1,50100001,50150000,50123661,3115,0.0242,0.154,0.2111,0.4419
1,50150001,50200000,50176029,2107,0.0235,0.1635,0.2896,0.5496
1,50200001,50250000,50225156,2040,0.0114,0.1466,0.3112,0.6388
1,50250001,50300000,50273554,1957,0.0314,0.1189,0.2695,0.5885
1,50300001,50350000,50328865,1016,0.0532,0.116,0.3954,0.6565
1,50350001,50400000,50382133,1449,0.087,0.1077,0.2951,0.496
1,50400001,50450000,50430053,881,0.0986,0.1028,0.3037,0.4885
1,50450001,50500000,50484541,1199,0.0753,0.1119,0.3265,0.5523
1,50550001,50600000,50578457,1747,0.1437,0.1273,0.2374,0.2588
1,50600001,50650000,50620005,1733,0.1136,0.1474,0.2031,0.2132
1,50650001,50700000,50668428,1390,0.0565,0.1483,0.1747,0.2727
1,50700001,50750000,50725314,2987,0.0282,0.1634,0.1926,0.3673
1,50750001,50800000,50776164,1506,0.0381,0.1478,0.1621,0.292
1,50800001,50850000,50825308,2885,0.0498,0.1556,0.1858,0.3049
1,50850001,50900000,50873782,2568,0.1128,0.1304,0.183,0.1952
1,50900001,50950000,50922352,1578,0.0767,0.1608,0.1766,0.2012
1,50950001,51000000,50973609,2260,0.084,0.1569,0.2151,0.2864
1,51000001,51050000,51019288,1624,0.0953,0.1574,0.2177,0.2665
1,51050001,51100000,51077721,1525,0.0442,0.1775,0.1862,0.2742
1,51150001,51200000,51178096,2283,0.0886,0.1384,0.1745,0.2114
1,51200001,51250000,51221516,1858,0.0383,0.1794,0.2133,0.351
1,51250001,51300000,51277995,1826,0.1071,0.155,0.231,0.2737
1,51300001,51350000,51321918,2437,0.0974,0.1562,0.2546,0.3355
1,51350001,51400000,51369010,2017,0.0262,0.1728,0.3003,0.5392
1,51400001,51450000,51424718,998,0.0538,0.1572,0.3342,0.5384
1,51450001,51500000,51489971,502,0.1028,0.1398,0.2479,0.3384
1,51500001,51550000,51525425,1388,0.097,0.1649,0.1919,0.1903
1,51550001,51600000,51566519,1090,0.0595,0.1658,0.1827,0.2499
1,51600001,51650000,51641189,837,0.0859,0.1627,0.1784,0.1822
1,51700001,51750000,51725942,1666,0.0478,0.1728,0.2212,0.3565
1,51750001,51800000,51785731,668,0.0215,0.1643,0.1844,0.3657
1,51800001,51850000,51827968,2207,0.0583,0.1505,0.1752,0.2647
1,51850001,51900000,51882315,1152,0.0738,0.1283,0.1685,0.2525
1,51900001,51950000,51928496,1886,0.0803,0.1318,0.1734,0.2421
1,51950001,52000000,51971227,1849,0.1091,0.1508,0.2058,0.223
1,52100001,52150000,52126782,2324,0.0861,0.1309,0.2357,0.3683
1,52150001,52200000,52174499,1425,0.0396,0.138,0.1906,0.3859
1,52200001,52250000,52233191,1150,0.1075,0.1431,0.1785,0.1719
1,52250001,52300000,52273917,2586,0.1066,0.1441,0.1659,0.1367
1,52300001,52350000,52325504,3357,0.1031,0.1342,0.1704,0.1754
1,52350001,52400000,52372765,1382,0.1021,0.1497,0.1666,0.1379
1,52400001,52450000,52422888,580,0.105,0.1474,0.1741,0.1576
1,52500001,52550000,52523544,1876,0.1373,0.1243,0.1631,0.1032
1,52550001,52600000,52570571,1506,0.1295,0.1373,0.1741,0.1264
1,52600001,52650000,52633677,539,0.064,0.1583,0.153,0.1656
1,52650001,52700000,52672947,1036,0.0627,0.1566,0.1517,0.1687
1,52900001,52950000,52926074,1101,0.1046,0.1309,0.1547,0.1321
1,52950001,53000000,52973914,2349,0.1191,0.1353,0.2064,0.2298
1,53000001,53050000,53025841,1232,0.0526,0.1675,0.1709,0.2312
1,53050001,53100000,53074715,2209,0.0391,0.1428,0.1416,0.2347
1,53100001,53150000,53123507,1202,0.0691,0.1542,0.178,0.2366
1,53150001,53200000,53173936,1503,0.0528,0.157,0.1767,0.2697
1,53200001,53250000,53220752,1482,0.0661,0.1594,0.1989,0.2867
1,53250001,53300000,53276063,1643,0.0815,0.1568,0.2141,0.29
1,53350001,53400000,53378360,1491,0.0502,0.179,0.2048,0.3021
1,53400001,53450000,53416321,537,0.009,0.1971,0.2119,0.3931
1,53450001,53500000,53485241,1122,0.0302,0.1594,0.1717,0.3161
1,53500001,53550000,53519161,1620,0.0382,0.1682,0.2038,0.3535
1,53550001,53600000,53559224,628,0.0164,0.1367,0.3077,0.6399
1,53650001,53700000,53680013,1405,0.0221,0.1578,0.2132,0.4438
1,53700001,53750000,53726667,1860,0.0662,0.1399,0.2551,0.4335
1,53750001,53800000,53775353,1958,0.0721,0.1436,0.2611,0.4223
1,53850001,53900000,53873917,785,0.0529,0.1653,0.2135,0.3417
1,53950001,54000000,53983434,514,0.0476,0.1461,0.2631,0.4815
1,54000001,54050000,54025591,1281,0.0587,0.1606,0.2096,0.3277
1,54050001,54100000,54078746,1475,0.0321,0.1767,0.2318,0.411
1,54100001,54150000,54125521,1259,0.0052,0.1663,0.2181,0.4883
1,54150001,54200000,54167641,654,0.0121,0.149,0.1915,0.4528
1,54200001,54250000,54219307,696,0.0103,0.1688,0.2033,0.4358
1,54250001,54300000,54276030,1233,0.0389,0.1612,0.2049,0.369
1,54350001,54400000,54376939,1914,0.0122,0.1757,0.1986,0.4024
1,54400001,54450000,54428726,1422,0.0026,0.1786,0.2026,0.4362
1,54450001,54500000,54478402,1632,0.0417,0.1674,0.1768,0.2773
1,54650001,54700000,54679041,1172,0.0558,0.1817,0.1899,0.2462
1,54700001,54750000,54720312,1249,0.12,0.1405,0.1927,0.1872
1,54750001,54800000,54779945,1373,0.1142,0.18,0.2216,0.2022
1,54800001,54850000,54819721,764,0.0495,0.1698,0.184,0.2709
1,54850001,54900000,54884176,534,0.0701,0.1806,0.1881,0.2098
1,54900001,54950000,54926942,1517,0.0751,0.1733,0.1947,0.2292
1,54950001,55000000,54973950,2337,0.1071,0.1422,0.2396,0.3109
1,55000001,55050000,55037980,600,0.0778,0.1477,0.2128,0.3122
1,55050001,55100000,55067002,1329,0.0562,0.1452,0.15,0.2061
1,55100001,55150000,55126640,1648,0.0685,0.1652,0.1908,0.2497
1,55150001,55200000,55166203,995,0.0963,0.1606,0.167,0.1315
1,55200001,55250000,55230504,623,0.0485,0.1751,0.1776,0.2448
1,55250001,55300000,55281392,709,0.0395,0.1984,0.2062,0.2941
1,55300001,55350000,55326990,1246,0.1089,0.1448,0.1726,0.1497
1,55350001,55400000,55383128,951,0.0763,0.1419,0.1388,0.1221
1,55400001,55450000,55434638,1368,0.1197,0.1571,0.1936,0.163
1,55450001,55500000,55470129,1417,0.0887,0.1641,0.1721,0.1557
1,55500001,55550000,55520067,805,0.113,0.1924,0.209,0.1568
1,55550001,55600000,55578331,1949,0.0842,0.1494,0.164,0.1704
1,55600001,55650000,55614164,1729,0.0883,0.1578,0.1742,0.1743
1,55650001,55700000,55672347,808,0.037,0.129,0.1343,0.2531
1,55700001,55750000,55730950,952,0.0498,0.1334,0.1218,0.1496
1,55750001,55800000,55783893,1438,0.078,0.1415,0.1497,0.1563
1,55800001,55850000,55827837,1917,0.0894,0.1593,0.1734,0.1667
1,55850001,55900000,55872485,2202,0.0808,0.1486,0.1589,0.1639
1,55900001,55950000,55931612,805,0.0712,0.1606,0.1695,0.1946
1,55950001,56000000,55994655,610,0.0438,0.1724,0.1805,0.2709
1,56000001,56050000,56028935,2104,0.0628,0.143,0.1496,0.1918
1,56050001,56100000,56067034,1159,0.0465,0.1442,0.1452,0.2208
1,56100001,56150000,56139844,940,0.0346,0.1316,0.1477,0.301
1,56150001,56200000,56182326,920,0.0572,0.1656,0.1735,0.2307
1,56200001,56250000,56222698,560,0.0034,0.167,0.1733,0.3921
1,56250001,56300000,56266457,749,0.0419,0.1582,0.1675,0.2717
1,56300001,56350000,56324200,830,0.058,0.157,0.1526,0.1829
1,56400001,56450000,56433000,1042,0.0979,0.1414,0.1619,0.1486
1,56500001,56550000,56537247,634,0.0816,0.159,0.1854,0.2174
1,56650001,56700000,56685993,792,0.0657,0.1658,0.1699,0.1988
1,56700001,56750000,56723131,2034,0.0676,0.1583,0.1681,0.2041
1,56750001,56800000,56775550,1988,0.057,0.1431,0.1505,0.2108
1,56800001,56850000,56828143,1656,0.0525,0.1399,0.1445,0.2111
1,56850001,56900000,56857806,561,0.0408,0.1539,0.1733,0.3013
1,56900001,56950000,56936875,871,0.0608,0.1597,0.1911,0.2805
1,56950001,57000000,56975618,1610,0.0891,0.16,0.2171,0.2741
1,57000001,57050000,57023796,1903,0.0834,0.1523,0.1842,0.2226
1,57050001,57100000,57073077,1829,0.082,0.1542,0.1657,0.1708
1,57100001,57150000,57127831,1997,0.0815,0.145,0.1579,0.167
1,57150001,57200000,57174796,930,0.0741,0.1443,0.1552,0.1777
1,57250001,57300000,57284216,1022,0.0028,0.1375,0.167,0.4629
1,57300001,57350000,57319407,996,0.0034,0.1268,0.1272,0.3721
1,57350001,57400000,57376854,901,0.0031,0.1602,0.1574,0.3666
1,57400001,57450000,57420626,1811,0.0029,0.1459,0.1547,0.402
1,57450001,57500000,57476044,1886,0.0053,0.1586,0.1671,0.391
1,57500001,57550000,57522778,1771,0.0045,0.1527,0.1569,0.3816
1,57550001,57600000,57577824,1384,0.0085,0.1557,0.1739,0.4052
1,57600001,57650000,57627240,2156,0.0649,0.1635,0.1856,0.2486
1,57650001,57700000,57675233,1648,0.061,0.1466,0.1614,0.2262
1,57700001,57750000,57721214,1150,0.0543,0.1432,0.1635,0.2584
1,57750001,57800000,57783290,961,0.0577,0.1466,0.1659,0.2486
1,57800001,57850000,57827759,606,0.0586,0.1249,0.1776,0.3267
1,57850001,57900000,57873753,1533,0.0824,0.1426,0.1771,0.225
1,58200001,58250000,58224524,867,0.1085,0.1159,0.1663,0.1864
1,58300001,58350000,58319937,1218,0.1051,0.1362,0.162,0.1433
1,58500001,58550000,58527201,631,0.0718,0.1482,0.1614,0.1945
1,58550001,58600000,58571708,1042,0.0634,0.1316,0.1441,0.1981
1,58600001,58650000,58618023,560,0.0782,0.1541,0.1775,0.2135
1,60300001,60350000,60328494,510,0.0725,0.0917,0.4719,0.6976
2,3000001,3050000,3028105,844,0.0124,0.1541,0.3654,0.6708
2,3100001,3150000,3117896,559,0.0231,0.1411,0.4395,0.715
2,3150001,3200000,3171262,677,0.0305,0.1589,0.3254,0.581
2,3200001,3250000,3225074,907,0.0288,0.154,0.3478,0.6154
2,3250001,3300000,3280465,652,0.0251,0.1458,0.3399,0.6309
2,3300001,3350000,3324334,521,0.0191,0.1502,0.3497,0.6475
2,3350001,3400000,3379269,744,0.021,0.1447,0.2751,0.5744
2,3400001,3450000,3423904,1054,0.0386,0.1598,0.3428,0.5781
2,3450001,3500000,3478664,1048,0.049,0.1492,0.3453,0.5733
2,3500001,3550000,3523304,1017,0.0177,0.1485,0.3242,0.6307
2,3550001,3600000,3578300,663,0.009,0.1519,0.3458,0.6676
2,3600001,3650000,3629539,1275,0.018,0.1299,0.2838,0.6235
2,3650001,3700000,3682977,1234,0.0092,0.1457,0.3006,0.6361
2,3700001,3750000,3730719,1742,0.0144,0.1522,0.2775,0.5816
2,3750001,3800000,3770954,1461,0.0182,0.1377,0.2429,0.5529
2,3800001,3850000,3825827,1130,0.0238,0.138,0.2237,0.5034
2,3850001,3900000,3869333,1424,0.0261,0.1135,0.1936,0.4983
2,3900001,3950000,3923885,1615,0.0112,0.1073,0.2368,0.6401
2,3950001,4000000,3970713,971,0.0088,0.1134,0.2837,0.687
2,4100001,4150000,4123034,1142,0.0486,0.1164,0.2924,0.5723
2,4150001,4200000,4172564,810,0.038,0.125,0.3042,0.5982
2,4200001,4250000,4229477,1132,0.0753,0.1071,0.2544,0.4688
2,4250001,4300000,4274504,997,0.0419,0.1333,0.2595,0.5162
2,4300001,4350000,4321948,1610,0.0454,0.126,0.2547,0.5133
2,4350001,4400000,4373339,1165,0.0433,0.1193,0.195,0.4279
2,4400001,4450000,4415726,1557,0.0452,0.1178,0.1959,0.4273
2,4450001,4500000,4469625,758,0.0253,0.1281,0.164,0.3927
2,4500001,4550000,4522289,1179,0.0039,0.1482,0.1553,0.3928
2,4550001,4600000,4577503,1296,0.0705,0.1275,0.1938,0.3272
2,4750001,4800000,4778080,2420,0.0754,0.1142,0.1367,0.18
2,4800001,4850000,4824005,2130,0.0887,0.1079,0.1455,0.1882
2,4850001,4900000,4870558,1918,0.0922,0.1169,0.1637,0.2155
2,4900001,4950000,4922182,721,0.0516,0.1407,0.1655,0.2783
2,5650001,5700000,5678329,1243,0.0383,0.1077,0.2828,0.6063
2,5750001,5800000,5776750,990,0.0849,0.1453,0.1649,0.1793
2,5900001,5950000,5922020,1143,0.0808,0.1465,0.1792,0.2271
2,6100001,6150000,6129764,995,0.0291,0.1543,0.1833,0.3628
2,6150001,6200000,6175176,2141,0.0566,0.1339,0.1626,0.2708
2,6200001,6250000,6223719,1626,0.0841,0.1289,0.1493,0.1669
2,6350001,6400000,6381808,1317,0.0116,0.1377,0.1648,0.4202
2,6400001,6450000,6420554,1558,0.0216,0.1541,0.1664,0.3427
2,6450001,6500000,6470770,515,0.0099,0.1332,0.1875,0.4942
2,6500001,6550000,6528223,1392,0.0421,0.1085,0.1297,0.2772
2,6550001,6600000,6565848,634,0.0766,0.1387,0.1572,0.1897
2,6650001,6700000,6678475,1392,0.0769,0.1172,0.1609,0.2464
2,6700001,6750000,6726975,2277,0.0595,0.1331,0.1564,0.2459
2,6800001,6850000,6828660,775,0.0836,0.1289,0.1343,0.1161
2,6850001,6900000,6876978,2264,0.0823,0.1253,0.1421,0.1551
2,6950001,7000000,6978330,2120,0.1007,0.1396,0.1581,0.1343
2,7000001,7050000,7009679,537,0.083,0.1171,0.1339,0.1428
2,7050001,7100000,7083685,1000,0.0673,0.1416,0.1534,0.1954
2,7100001,7150000,7115595,692,0.0828,0.1185,0.1391,0.1589
2,7150001,7200000,7179192,865,0.0316,0.1384,0.133,0.2406
2,7200001,7250000,7230006,1321,0.0374,0.1501,0.1477,0.2426
2,7250001,7300000,7275861,1696,0.0616,0.1424,0.1512,0.2017
2,7300001,7350000,7321955,1684,0.0422,0.1341,0.1422,0.2496
2,7550001,7600000,7582357,1065,0.0202,0.1458,0.1361,0.2718
2,7600001,7650000,7628208,2088,0.0619,0.1252,0.1358,0.1888
2,7650001,7700000,7676827,2527,0.075,0.143,0.1509,0.1644
2,7700001,7750000,7720844,873,0.0919,0.1713,0.1744,0.1425
2,7750001,7800000,7778470,1457,0.0794,0.1523,0.1598,0.1625
2,7800001,7850000,7818306,1047,0.0249,0.1102,0.0923,0.1705
2,7850001,7900000,7873758,1257,0.0959,0.1268,0.1368,0.1002
2,7900001,7950000,7928955,1767,0.06,0.1342,0.1301,0.1509
2,7950001,8000000,7976281,3595,0.0832,0.125,0.1393,0.1441
2,8000001,8050000,8009314,643,0.0404,0.1283,0.1093,0.1387
2,8050001,8100000,8078042,2798,0.0823,0.1452,0.1508,0.1418
2,8100001,8150000,8124556,2914,0.0764,0.1332,0.1457,0.1649
2,8150001,8200000,8169181,1592,0.0701,0.12,0.1261,0.1415
2,8250001,8300000,8278138,682,0.0543,0.1231,0.1322,0.2039
2,8300001,8350000,8317848,1654,0.062,0.1185,0.1227,0.1556
2,8550001,8600000,8586048,622,0.0225,0.1135,0.1379,0.368
2,8600001,8650000,8628945,1839,0.0131,0.1178,0.1313,0.3731
2,8650001,8700000,8677079,1809,0.0065,0.1416,0.1566,0.4063
2,8700001,8750000,8719019,1218,0.0053,0.1302,0.1407,0.3988
2,8750001,8800000,8774629,1983,0.0583,0.1266,0.1861,0.3452
2,8800001,8850000,8825353,1505,0.0078,0.1526,0.2212,0.5179
2,8850001,8900000,8870268,1952,0.0162,0.1246,0.2015,0.5217
2,8900001,8950000,8924482,2002,0.0068,0.1432,0.2385,0.572
2,8950001,9000000,8974348,2379,0.0139,0.1256,0.2481,0.6018
2,9000001,9050000,9017995,1769,0.0145,0.1294,0.2272,0.5605
2,9050001,9100000,9075894,1634,0.0064,0.1366,0.255,0.6114
2,9150001,9200000,9169446,1152,0.0208,0.1245,0.166,0.425
2,9200001,9250000,9231423,702,0.1048,0.1248,0.1857,0.2294
2,9250001,9300000,9292147,714,0.104,0.1063,0.2164,0.3332
