scaffold,start,end,mid,sites,pi_Species1,pi_Species2,dxy_Species1_Species2,Fst_Species1_Species2
2,39850001,39900000,39877882,4123,0.0354,0.1478,0.216,0.431
2,39900001,39950000,39921345,3205,0.0122,0.162,0.222,0.4826
2,39950001,40000000,39974052,2357,0.0143,0.1612,0.2426,0.5137
2,40000001,40050000,40023471,3143,0.0405,0.1321,0.186,0.3861
2,40050001,40100000,40066849,2091,0.0524,0.1357,0.1888,0.3484
2,40100001,40150000,40126521,2797,0.0235,0.1433,0.2079,0.4627
2,40150001,40200000,40175004,3446,0.0106,0.1588,0.2181,0.4884
2,40200001,40250000,40224758,4523,0.0268,0.1493,0.211,0.4443
2,40250001,40300000,40281969,3130,0.0421,0.1363,0.1829,0.364
2,40300001,40350000,40317732,1956,0.0346,0.1223,0.1782,0.4113
2,40350001,40400000,40366658,1868,0.0461,0.1252,0.2302,0.4739
2,40400001,40450000,40425004,3795,0.0098,0.1525,0.212,0.4944
2,40450001,40500000,40479645,2355,0.0014,0.1671,0.2419,0.5402
2,40500001,40550000,40519546,1899,0.0452,0.1645,0.2146,0.3659
2,40550001,40600000,40578204,2029,0.0604,0.1489,0.2327,0.3926
2,40600001,40650000,40627967,1530,0.0255,0.1379,0.1917,0.4347
2,40650001,40700000,40675904,4376,0.0472,0.1338,0.1739,0.3309
2,40700001,40750000,40723980,3166,0.0604,0.1189,0.1839,0.3507
2,40750001,40800000,40771557,2101,0.0488,0.1286,0.1789,0.3511
2,40800001,40850000,40826051,2849,0.0571,0.1305,0.1885,0.3456
2,40850001,40900000,40872332,2591,0.0412,0.1437,0.2248,0.4398
2,40900001,40950000,40931604,3371,0.0473,0.1439,0.2065,0.3854
2,40950001,41000000,40978917,2654,0.0297,0.1417,0.2043,0.439
2,41000001,41050000,41020338,2250,0.052,0.1443,0.2019,0.3613
2,41050001,41100000,41080401,1527,0.0506,0.1467,0.2148,0.3877
2,41100001,41150000,41124815,2009,0.0466,0.1505,0.209,0.3788
2,41150001,41200000,41175948,3553,0.0442,0.1367,0.2145,0.4261
2,41200001,41250000,41224435,3969,0.0682,0.1361,0.2064,0.3444
2,41250001,41300000,41278447,2400,0.0514,0.1428,0.1914,0.3421
2,41300001,41350000,41327119,3806,0.0405,0.1336,0.1879,0.387
2,41350001,41400000,41371607,3113,0.0223,0.147,0.1968,0.4344
2,41400001,41450000,41425608,3428,0.0406,0.1297,0.1884,0.3972
2,41450001,41500000,41475794,3238,0.0269,0.1424,0.1955,0.4274
2,41500001,41550000,41526241,3634,0.0347,0.1388,0.1865,0.3901
2,41550001,41600000,41574715,2649,0.0569,0.1382,0.1861,0.3237
2,41600001,41650000,41627449,3698,0.0491,0.1277,0.1858,0.3693
2,41650001,41700000,41674464,3107,0.0427,0.1244,0.1819,0.3878
2,41700001,41750000,41721277,2418,0.0469,0.1289,0.1902,0.3839
2,41750001,41800000,41774151,4190,0.0621,0.1273,0.1778,0.3119
2,41800001,41850000,41827729,2917,0.0417,0.1311,0.1709,0.3466
2,41850001,41900000,41877175,2515,0.0467,0.1393,0.1672,0.3011
2,41900001,41950000,41924757,2687,0.047,0.1314,0.1785,0.3492
2,41950001,42000000,41974445,1052,0.0467,0.1346,0.1651,0.3065
2,42000001,42050000,42025869,3510,0.0496,0.1404,0.1816,0.3284
2,42050001,42100000,42076669,3580,0.0598,0.1418,0.1908,0.3194
2,42100001,42150000,42128056,2687,0.0385,0.1452,0.1815,0.3505
2,42150001,42200000,42166375,1515,0.0161,0.1672,0.2236,0.4618
2,42200001,42250000,42226623,4023,0.0202,0.1484,0.1974,0.4393
2,42250001,42300000,42275531,3914,0.0463,0.1359,0.1901,0.3692
2,42300001,42350000,42323082,3473,0.0494,0.129,0.2004,0.3985
2,42350001,42400000,42370792,3340,0.0364,0.1366,0.1998,0.4201
2,42400001,42450000,42420633,2839,0.0497,0.127,0.1733,0.3375
2,42450001,42500000,42472526,3765,0.0175,0.1282,0.1892,0.4825
2,42500001,42550000,42523721,4042,0.0503,0.1157,0.1861,0.3942
2,42550001,42600000,42578790,4054,0.0385,0.1338,0.1774,0.3673
2,42600001,42650000,42627130,5329,0.0669,0.1211,0.1656,0.2793
2,42650001,42700000,42673760,5290,0.069,0.1286,0.183,0.3033
2,42700001,42750000,42725323,3783,0.0448,0.1204,0.1987,0.4283
2,42750001,42800000,42775617,3521,0.0293,0.1328,0.1928,0.4367
2,42800001,42850000,42827044,3225,0.0518,0.1197,0.1913,0.392
2,42850001,42900000,42872034,3575,0.0609,0.1129,0.1609,0.3029
2,42900001,42950000,42915931,1969,0.0348,0.107,0.1894,0.4747
2,42950001,43000000,42976565,3283,0.0431,0.1104,0.1972,0.4545
2,43000001,43050000,43024134,3014,0.0483,0.108,0.1671,0.3729
2,43050001,43100000,43079388,3335,0.0512,0.1089,0.1727,0.3751
2,43100001,43150000,43128560,2839,0.0653,0.1021,0.1672,0.3324
2,43150001,43200000,43175689,4401,0.0639,0.1031,0.1439,0.2658
2,43200001,43250000,43229334,3632,0.0448,0.1088,0.1636,0.3731
2,43250001,43300000,43275068,4823,0.0399,0.1137,0.1656,0.3829
2,43300001,43350000,43323613,3980,0.0346,0.1225,0.2028,0.4649
2,43350001,43400000,43374015,3682,0.0331,0.0962,0.2005,0.5304
2,43400001,43450000,43424574,2616,0.0356,0.0943,0.2169,0.5546
2,43450001,43500000,43479193,3992,0.0538,0.089,0.1759,0.424
2,43500001,43550000,43522946,4686,0.0554,0.1134,0.1639,0.3272
2,43550001,43600000,43570373,3691,0.0823,0.1383,0.1945,0.2776
2,43600001,43650000,43632999,3579,0.0544,0.113,0.168,0.3423
2,43650001,43700000,43674915,4450,0.062,0.1201,0.1868,0.3504
2,43700001,43750000,43721133,4646,0.0607,0.1105,0.1759,0.3493
2,43750001,43800000,43778870,2574,0.0244,0.103,0.2093,0.5608
2,43800001,43850000,43825547,2950,0.0273,0.1238,0.1689,0.41
2,43850001,43900000,43873309,3520,0.0584,0.1215,0.1582,0.2819
2,43900001,43950000,43919916,3359,0.0504,0.117,0.1466,0.2828
2,43950001,44000000,43969741,1404,0.0442,0.108,0.1478,0.332
2,44000001,44050000,44017360,1360,0.0433,0.1177,0.15,0.3156
2,44050001,44100000,44078800,3907,0.0437,0.1208,0.1452,0.2906
2,44100001,44150000,44126354,4852,0.0534,0.1171,0.1512,0.2872
2,44150001,44200000,44176436,1321,0.0554,0.1284,0.1809,0.3366
2,44200001,44250000,44223126,4688,0.0507,0.1157,0.1561,0.3142
2,44250001,44300000,44268467,2527,0.044,0.1309,0.1641,0.3209
2,44300001,44350000,44325021,2988,0.0549,0.1272,0.1522,0.2603
2,44350001,44400000,44374357,3623,0.045,0.118,0.1798,0.3906
2,44400001,44450000,44432325,1982,0.0443,0.1219,0.1773,0.3774
2,44450001,44500000,44479480,4448,0.0563,0.1198,0.162,0.3037
2,44500001,44550000,44521684,3754,0.0598,0.1246,0.1699,0.3037
2,44550001,44600000,44574679,5484,0.0436,0.113,0.1559,0.3449
2,44600001,44650000,44625036,4680,0.0408,0.1136,0.1527,0.3437
2,44650001,44700000,44675869,4783,0.0503,0.1165,0.1584,0.3202
2,44700001,44750000,44719888,3539,0.0578,0.1172,0.1601,0.2995
2,44750001,44800000,44777649,4138,0.0544,0.1168,0.1947,0.3982
2,44800001,44850000,44813583,2581,0.0699,0.117,0.2093,0.3842
2,44850001,44900000,44875651,3640,0.0418,0.103,0.1613,0.3933
2,44900001,44950000,44919163,1991,0.0438,0.103,0.1523,0.3608
2,44950001,45000000,44976413,3349,0.0427,0.1269,0.1817,0.3811
2,45000001,45050000,45021951,2259,0.0467,0.1338,0.2028,0.4011
2,45050001,45100000,45072828,3560,0.0304,0.1335,0.1674,0.369
2,45100001,45150000,45125208,4992,0.0371,0.1269,0.1651,0.3568
2,45150001,45200000,45177462,5398,0.0418,0.1137,0.1625,0.3679
2,45200001,45250000,45222684,5049,0.0465,0.1266,0.1635,0.3219
2,45250001,45300000,45274023,4226,0.0383,0.1201,0.1511,0.33
2,45300001,45350000,45321751,2939,0.0414,0.1152,0.1602,0.3591
2,45350001,45400000,45376869,4435,0.034,0.1205,0.1691,0.395
2,45400001,45450000,45426234,4359,0.0498,0.1112,0.1334,0.2551
2,45450001,45500000,45470737,4692,0.0517,0.1105,0.1467,0.2958
2,45500001,45550000,45529018,4110,0.0338,0.1117,0.1516,0.3716
2,45550001,45600000,45575641,4385,0.0452,0.1149,0.148,0.3104
2,45600001,45650000,45623509,2804,0.0479,0.111,0.152,0.3238
2,45650001,45700000,45678830,3552,0.0588,0.1149,0.1369,0.228
2,45700001,45750000,45725127,5313,0.0486,0.1173,0.1625,0.3357
2,45750001,45800000,45771966,2876,0.0476,0.0984,0.1487,0.3489
2,45800001,45850000,45825066,4925,0.0522,0.1026,0.1574,0.347
2,45850001,45900000,45876043,2862,0.0462,0.1014,0.1531,0.3587
2,45900001,45950000,45924365,3777,0.0531,0.1086,0.1504,0.3078
2,45950001,46000000,45969836,3783,0.0291,0.1228,0.183,0.4405
2,46000001,46050000,46025336,4576,0.0475,0.1214,0.1625,0.3289
2,46050001,46100000,46076587,2951,0.0443,0.1138,0.1529,0.3311
2,46100001,46150000,46124899,3545,0.0444,0.1203,0.1635,0.3446
2,46150001,46200000,46179766,4027,0.0692,0.1086,0.1958,0.3752
2,46200001,46250000,46224675,5672,0.0604,0.1215,0.1688,0.3061
2,46250001,46300000,46273959,4461,0.0557,0.1327,0.1868,0.3405
2,46300001,46350000,46318098,2918,0.0789,0.1211,0.1709,0.261
2,46350001,46400000,46377427,4289,0.0674,0.1267,0.1829,0.3112
2,46400001,46450000,46433081,3821,0.0551,0.1225,0.1628,0.3029
2,46450001,46500000,46469383,3620,0.0371,0.1219,0.1506,0.3277
2,46500001,46550000,46523987,3555,0.0232,0.1214,0.193,0.4875
2,46550001,46600000,46579628,2994,0.0455,0.1261,0.1669,0.3358
2,46600001,46650000,46627614,3134,0.0533,0.1278,0.19,0.3663
2,46650001,46700000,46675798,5517,0.0425,0.1267,0.1623,0.3314
2,46700001,46750000,46717399,1968,0.047,0.1325,0.2238,0.4446
2,46750001,46800000,46774794,3913,0.067,0.1199,0.1723,0.2999
2,46800001,46850000,46828601,2510,0.0611,0.1307,0.1691,0.2837
2,46850001,46900000,46870673,3390,0.0393,0.1364,0.1907,0.3909
2,46900001,46950000,46927125,2821,0.0742,0.1226,0.1829,0.3012
2,46950001,47000000,46975996,4388,0.0592,0.1391,0.1802,0.3005
2,47000001,47050000,47015733,2031,0.0519,0.1195,0.1524,0.2893
2,47050001,47100000,47073985,3617,0.048,0.1176,0.1448,0.2832
2,47100001,47150000,47126173,3581,0.0552,0.1282,0.1817,0.3397
2,47150001,47200000,47176553,3374,0.0442,0.117,0.1418,0.2877
2,47200001,47250000,47223740,3768,0.0631,0.114,0.148,0.2545
2,47250001,47300000,47272536,2570,0.0392,0.1202,0.1557,0.3402
2,47300001,47350000,47324669,3234,0.0481,0.1178,0.1544,0.3127
2,47350001,47400000,47374810,4464,0.0391,0.1175,0.1517,0.3359
2,47400001,47450000,47424139,4265,0.0445,0.1206,0.1669,0.3528
2,47450001,47500000,47473737,3500,0.0702,0.1167,0.1529,0.2424
2,47500001,47550000,47529055,3911,0.0474,0.1282,0.1637,0.3156
2,47550001,47600000,47575494,5013,0.0548,0.1193,0.1443,0.2549
2,47600001,47650000,47625478,4570,0.046,0.1114,0.1425,0.2993
2,47650001,47700000,47665755,2110,0.0593,0.1139,0.1774,0.3495
2,47700001,47750000,47721703,1891,0.0444,0.1155,0.1535,0.3284
2,47750001,47800000,47775727,3131,0.0638,0.1292,0.176,0.2981
2,47800001,47850000,47827330,2277,0.0315,0.1282,0.1483,0.3233
2,47850001,47900000,47878371,4609,0.0201,0.1237,0.1651,0.4281
2,47900001,47950000,47926843,6110,0.0407,0.1233,0.1565,0.3293
2,47950001,48000000,47972500,4615,0.055,0.1213,0.1525,0.2755
2,48000001,48050000,48021553,3774,0.0461,0.1215,0.1478,0.2889
2,48050001,48100000,48076203,3566,0.0308,0.13,0.1646,0.3691
2,48100001,48150000,48124274,3729,0.0328,0.1271,0.1671,0.3764
2,48150001,48200000,48178254,3630,0.0499,0.1331,0.1754,0.3283
2,48200001,48250000,48224985,3272,0.0205,0.1337,0.1814,0.4395
2,48250001,48300000,48274421,3831,0.0489,0.128,0.1626,0.3083
2,48300001,48350000,48327327,3572,0.0421,0.1364,0.1631,0.3103
2,48350001,48400000,48374656,4013,0.0473,0.1228,0.1614,0.3228
2,48400001,48450000,48424245,3762,0.0298,0.1132,0.1446,0.3611
2,48450001,48500000,48475500,3783,0.0334,0.1257,0.1623,0.3651
2,48500001,48550000,48522526,4027,0.0106,0.1312,0.1665,0.4478
2,48550001,48600000,48579785,2823,0.0413,0.1299,0.1541,0.3027
2,48600001,48650000,48627330,3225,0.0518,0.1207,0.1499,0.279
2,48650001,48700000,48675122,4553,0.0385,0.1247,0.1576,0.3363
2,48700001,48750000,48723693,4746,0.0437,0.1117,0.1351,0.2814
2,48750001,48800000,48767231,2878,0.0307,0.1171,0.152,0.3688
2,48800001,48850000,48823442,2845,0.0354,0.1312,0.1677,0.3586
2,48850001,48900000,48876221,3868,0.0063,0.1343,0.1911,0.5128
2,48900001,48950000,48925710,3947,0.0371,0.1375,0.1884,0.3899
2,48950001,49000000,48976111,2939,0.0125,0.1276,0.1871,0.4986
2,49000001,49050000,49025100,3564,0.0168,0.1337,0.184,0.4592
2,49050001,49100000,49073491,2724,0.022,0.1289,0.1951,0.4767
2,49100001,49150000,49124431,2294,0.0104,0.1343,0.218,0.548
2,49150001,49200000,49174685,1837,0.0077,0.1412,0.2739,0.6207
2,49200001,49250000,49225951,1587,0.0061,0.0938,0.337,0.7769
2,49250001,49300000,49274219,1253,0.0111,0.1231,0.2799,0.6548
2,49300001,49350000,49322175,810,0.0152,0.0992,0.3038,0.7139
3,1,50000,32936,923,0.0123,0.0716,0.3339,0.7998
3,50001,100000,74902,1271,0.011,0.104,0.3189,0.7295
3,100001,150000,122793,1327,0.0057,0.0711,0.3657,0.8368
3,150001,200000,175992,1329,0.0084,0.0862,0.3189,0.774
3,200001,250000,224621,1919,0.0075,0.1207,0.3038,0.6944
3,250001,300000,276871,1709,0.0094,0.1105,0.2902,0.6972
3,300001,350000,327852,2297,0.0231,0.111,0.2666,0.6272
3,350001,400000,376605,2663,0.0871,0.1134,0.2647,0.4443
3,400001,450000,424472,2674,0.0662,0.0923,0.253,0.5188
3,450001,500000,473863,2625,0.0402,0.1101,0.2246,0.5153
3,500001,550000,528324,3399,0.0446,0.1142,0.149,0.3173
3,550001,600000,574329,4364,0.0604,0.1053,0.1368,0.2478
3,600001,650000,622223,1699,0.0261,0.1171,0.1437,0.3615
3,650001,700000,673669,4103,0.043,0.1105,0.1504,0.3371
3,700001,750000,721755,3657,0.047,0.1204,0.1437,0.2758
3,750001,800000,777459,4617,0.0388,0.1193,0.136,0.2806
3,800001,850000,824372,5330,0.0594,0.1234,0.1581,0.2741
3,850001,900000,874116,4897,0.0386,0.1215,0.1511,0.3248
3,900001,950000,928876,4580,0.0427,0.1161,0.1387,0.2853
3,950001,1000000,977334,4814,0.0431,0.1077,0.1263,0.2633
3,1000001,1050000,1024707,5768,0.0309,0.1119,0.1365,0.3343
3,1050001,1100000,1072651,4497,0.039,0.1208,0.1531,0.3316
3,1100001,1150000,1124321,4236,0.0386,0.1233,0.1511,0.3203
3,1150001,1200000,1172392,3959,0.0437,0.1166,0.1439,0.2979
3,1200001,1250000,1222479,3703,0.0381,0.1197,0.1614,0.3618
3,1250001,1300000,1272627,3312,0.0403,0.1157,0.1549,0.3463
3,1300001,1350000,1329054,4467,0.0291,0.1257,0.1492,0.3418
3,1350001,1400000,1373681,3506,0.0561,0.1312,0.1744,0.3118
3,1400001,1450000,1428466,3816,0.0447,0.1267,0.1548,0.3019
3,1450001,1500000,1473333,3469,0.0432,0.1292,0.1533,0.2957
3,1500001,1550000,1525828,5015,0.061,0.1289,0.1534,0.2423
3,1550001,1600000,1574844,5464,0.0541,0.1132,0.1392,0.2557
3,1600001,1650000,1625016,5913,0.0519,0.112,0.1418,0.2753
3,1650001,1700000,1674882,5245,0.0466,0.1056,0.1284,0.2642
3,1700001,1750000,1725867,5151,0.0486,0.1094,0.1328,0.2625
3,1750001,1800000,1774045,3840,0.0522,0.1028,0.1327,0.2677
3,1800001,1850000,1823519,3335,0.0441,0.1105,0.1462,0.3206
3,1850001,1900000,1877831,4837,0.0633,0.1173,0.1352,0.2024
3,1900001,1950000,1922722,5248,0.0502,0.1084,0.1245,0.2283
3,1950001,2000000,1975215,5483,0.0612,0.1083,0.1283,0.2068
3,2000001,2050000,2025562,4705,0.0592,0.1063,0.1262,0.2107
3,2050001,2100000,2076985,4898,0.0494,0.1131,0.1246,0.2183
3,2100001,2150000,2119225,3693,0.0512,0.1226,0.1469,0.2669
3,2200001,2250000,2228597,1880,0.0481,0.1222,0.1569,0.3085
3,2250001,2300000,2278008,2116,0.0189,0.1195,0.1509,0.4057
3,2300001,2350000,2334219,1560,0.0347,0.1217,0.1447,0.318
3,2350001,2400000,2375590,2628,0.0413,0.1285,0.1502,0.2941
3,2400001,2450000,2422496,3476,0.0434,0.1262,0.1511,0.2963
3,2450001,2500000,2480999,2730,0.0371,0.1184,0.1411,0.3068
3,2500001,2550000,2523806,4479,0.0711,0.1154,0.1501,0.2344
3,2550001,2600000,2574957,3397,0.0613,0.1235,0.1487,0.239
3,2600001,2650000,2623819,3532,0.0608,0.117,0.1381,0.2211
3,2650001,2700000,2674228,4324,0.0499,0.1007,0.1175,0.2239
3,2700001,2750000,2723286,1651,0.0469,0.1058,0.1246,0.2478
3,2750001,2800000,2773224,4645,0.0668,0.1126,0.1381,0.214
3,2800001,2850000,2823792,4002,0.0673,0.1273,0.1568,0.2382
3,2850001,2900000,2873602,3330,0.0646,0.1188,0.1319,0.1828
3,2900001,2950000,2926918,3071,0.0456,0.1174,0.1381,0.2691
3,2950001,3000000,2975274,3512,0.0524,0.1018,0.1256,0.244
3,3000001,3050000,3018741,1898,0.0355,0.1055,0.1414,0.3516
3,3050001,3100000,3073904,2314,0.06,0.1015,0.1519,0.3075
3,3100001,3150000,3125653,3119,0.0584,0.1192,0.1654,0.3082
3,3150001,3200000,3176810,3090,0.0655,0.1001,0.1298,0.2202
3,3200001,3250000,3218346,2403,0.071,0.1165,0.1579,0.2559
3,3250001,3300000,3274849,2948,0.0644,0.1383,0.1747,0.2733
3,3300001,3350000,3323813,4594,0.0557,0.1206,0.1461,0.2546
3,3350001,3400000,3375806,4308,0.0398,0.1183,0.1669,0.3748
3,3400001,3450000,3431460,2400,0.0518,0.1129,0.1459,0.2867
3,3450001,3500000,3474638,4915,0.0414,0.1124,0.1302,0.2703
3,3500001,3550000,3523844,5373,0.0623,0.0983,0.1196,0.1966
3,3550001,3600000,3574536,5608,0.0544,0.0994,0.1198,0.2211
3,3600001,3650000,3621995,4152,0.035,0.1073,0.1401,0.3438
3,3650001,3700000,3676842,4080,0.0623,0.1037,0.1349,0.2393
3,3700001,3750000,3724646,5337,0.0573,0.0982,0.121,0.2194
3,3750001,3800000,3774572,4222,0.0524,0.103,0.135,0.2749
3,3800001,3850000,3826865,4594,0.0501,0.1055,0.1421,0.2996
3,3850001,3900000,3872509,5347,0.0662,0.1055,0.1391,0.2369
3,3900001,3950000,3925224,4058,0.0549,0.1019,0.1367,0.2751
3,3950001,4000000,3974256,3341,0.0468,0.1128,0.1478,0.3097
3,4000001,4050000,4025295,3011,0.0539,0.1138,0.1388,0.2533
3,4050001,4100000,4078819,4970,0.0643,0.1066,0.1408,0.2456
3,4100001,4150000,4124579,5608,0.0557,0.105,0.129,0.2364
3,4150001,4200000,4175497,4705,0.035,0.1275,0.1632,0.3572
3,4200001,4250000,4224958,2840,0.0537,0.1132,0.1474,0.2844
3,4250001,4300000,4275357,4024,0.0668,0.1109,0.1434,0.2358
3,4300001,4350000,4320310,3620,0.0419,0.1291,0.1659,0.3375
3,4350001,4400000,4374886,3345,0.048,0.1078,0.125,0.24
3,4400001,4450000,4428702,3816,0.0664,0.1048,0.1275,0.1962
3,4450001,4500000,4474885,3864,0.0658,0.1102,0.1383,0.2233
3,4500001,4550000,4532665,2733,0.0488,0.1152,0.164,0.3445
3,4550001,4600000,4574250,5183,0.0571,0.1074,0.1282,0.222
3,4600001,4650000,4624420,4249,0.0519,0.1109,0.1423,0.2798
3,4650001,4700000,4672501,4365,0.0667,0.1026,0.1243,0.189
3,4700001,4750000,4724230,3264,0.0484,0.1107,0.14,0.2847
3,4750001,4800000,4774310,3777,0.0381,0.1276,0.159,0.3343
3,4800001,4850000,4821425,3513,0.0438,0.1229,0.1472,0.2911
3,4850001,4900000,4874044,3242,0.0384,0.1297,0.1517,0.3056
3,4900001,4950000,4921978,4574,0.0265,0.1248,0.146,0.3443
3,4950001,5000000,4974688,4922,0.0537,0.1191,0.1481,0.2714
3,5000001,5050000,5026586,4927,0.0495,0.1117,0.1311,0.2466
3,5050001,5100000,5078055,3088,0.0506,0.1205,0.1519,0.2898
3,5100001,5150000,5125875,4624,0.0416,0.1215,0.1616,0.3457
3,5150001,5200000,5176660,4306,0.026,0.1183,0.1558,0.3947
3,5200001,5250000,5226789,4532,0.038,0.1181,0.1688,0.3866
3,5250001,5300000,5274038,3652,0.0336,0.1229,0.1616,0.3698
3,5300001,5350000,5323477,3778,0.0318,0.1257,0.1599,0.3638
3,5350001,5400000,5376753,4614,0.0442,0.1122,0.1298,0.2591
3,5400001,5450000,5425059,4690,0.065,0.104,0.134,0.2268
3,5450001,5500000,5475387,5305,0.0454,0.102,0.127,0.2739
3,5500001,5550000,5521659,3943,0.0606,0.1008,0.1364,0.2573
3,5550001,5600000,5574669,3595,0.0505,0.1082,0.1388,0.2798
3,5600001,5650000,5621751,4237,0.0691,0.1112,0.1424,0.2252
3,5650001,5700000,5681529,4024,0.0585,0.1147,0.1348,0.2222
3,5700001,5750000,5724031,5384,0.0528,0.1131,0.1393,0.2608
3,5750001,5800000,5774807,3659,0.042,0.1137,0.1412,0.303
3,5800001,5850000,5828759,3384,0.052,0.1218,0.1731,0.3424
3,5850001,5900000,5873520,4033,0.0232,0.1368,0.1832,0.4257
3,5900001,5950000,5920986,2991,0.0328,0.1237,0.1798,0.4177
3,5950001,6000000,5975262,3873,0.0545,0.1115,0.1536,0.3055
3,6000001,6050000,6022930,3536,0.0425,0.1258,0.1549,0.3118
3,6050001,6100000,6072584,4559,0.0462,0.1173,0.1653,0.3514
3,6100001,6150000,6136230,2072,0.0247,0.1183,0.1564,0.4017
3,6150001,6200000,6174904,4715,0.0535,0.1126,0.1457,0.2811
3,6200001,6250000,6224738,4562,0.0465,0.1316,0.1739,0.3382
3,6250001,6300000,6275236,4702,0.0608,0.122,0.1569,0.2696
3,6300001,6350000,6326830,4405,0.0425,0.1256,0.174,0.3657
3,6350001,6400000,6373791,3472,0.0342,0.1227,0.2052,0.4702
3,6400001,6450000,6425424,3265,0.0291,0.1239,0.1749,0.4185
3,6450001,6500000,6470192,3145,0.0445,0.12,0.1689,0.3595
3,6500001,6550000,6528922,3236,0.0493,0.1303,0.1696,0.3214
3,6550001,6600000,6577399,1525,0.0125,0.1175,0.1133,0.3054
3,6600001,6650000,6625644,2776,0.0037,0.117,0.1133,0.3518
3,6650001,6700000,6669806,851,0.005,0.1119,0.0979,0.2931
3,6700001,6750000,6731484,901,0.0044,0.1145,0.1484,0.4797
3,6750001,6800000,6777731,1246,0.0018,0.121,0.1081,0.3225
3,6800001,6850000,6823425,1278,0.0011,0.1158,0.107,0.3426
3,6850001,6900000,6877818,4233,0.0234,0.1183,0.1404,0.3579
3,6900001,6950000,6923039,2650,0.0789,0.1168,0.1621,0.2456
3,6950001,7000000,6967366,2127,0.0411,0.1165,0.1802,0.4084
3,7000001,7050000,7028273,899,8.00E-04,0.1163,0.1111,0.3611
3,7050001,7100000,7088034,882,0.0018,0.1175,0.0992,0.2929
3,7100001,7150000,7119146,2061,0.0024,0.1178,0.1102,0.3422
3,7150001,7200000,7176641,3495,0.0697,0.1134,0.1639,0.284
3,7200001,7250000,7225887,2490,0.0057,0.1165,0.1334,0.42
3,7250001,7300000,7271176,2918,0.003,0.1204,0.1346,0.4233
3,7300001,7350000,7327815,2116,0.0069,0.1129,0.0859,0.2085
3,7350001,7400000,7374303,2629,0.0054,0.1143,0.0916,0.2455
3,7400001,7450000,7432642,628,0.017,0.1164,0.1063,0.2562
3,7450001,7500000,7482510,840,1.00E-04,0.1287,0.1059,0.2981
3,7500001,7550000,7518557,1348,0.002,0.139,0.1297,0.3442
3,7600001,7650000,7632364,1846,0.0022,0.1142,0.1002,0.3105
3,7650001,7700000,7674641,3519,0.0047,0.1139,0.1088,0.3387
3,7700001,7750000,7707087,980,0.0084,0.1124,0.1051,0.3084
3,7750001,7800000,7791785,908,0.0651,0.1045,0.1396,0.2447
3,7800001,7850000,7819368,3453,0.054,0.1065,0.1262,0.2274
3,7900001,7950000,7929773,1187,0.0293,0.1187,0.1206,0.2598
3,8000001,8050000,8040555,818,0.0024,0.1272,0.1052,0.2798
3,8050001,8100000,8085028,2624,0.0843,0.1233,0.1906,0.2926
3,8100001,8150000,8121257,3039,0.0491,0.1142,0.1416,0.278
3,8150001,8200000,8176884,3363,0.002,0.125,0.1384,0.4245
3,8200001,8250000,8225458,2138,6.00E-04,0.1137,0.1045,0.3427
3,8250001,8300000,8273515,3856,0.0384,0.1127,0.1372,0.3052
3,8300001,8350000,8326471,1582,6.00E-04,0.113,0.0853,0.2397
3,8350001,8400000,8372142,1568,0.0023,0.1185,0.1172,0.3699
3,8400001,8450000,8423594,2193,0.0021,0.1144,0.096,0.2875
3,8450001,8500000,8477598,4292,0.0523,0.1007,0.1299,0.2633
3,8500001,8550000,8522303,1925,0.0275,0.1114,0.1119,0.254
3,8550001,8600000,8578264,1701,0.028,0.1174,0.1601,0.4016
3,8600001,8650000,8617835,2704,0.0673,0.1055,0.1434,0.2478
3,8650001,8700000,8676316,2939,0.0203,0.1168,0.1256,0.3234
3,8700001,8750000,8728195,2261,0.0183,0.119,0.1546,0.42
3,8750001,8800000,8776259,1313,0.0281,0.1227,0.1786,0.4342
3,8800001,8850000,8827222,3793,0.0035,0.1224,0.1656,0.5027
3,8850001,8900000,8874140,4364,0.0722,0.1161,0.163,0.268
3,8900001,8950000,8919077,3280,0.0519,0.1101,0.1333,0.2506
3,8950001,9000000,8975486,781,6.00E-04,0.1242,0.1745,0.5306
3,9050001,9100000,9085028,1016,0.0077,0.1157,0.1356,0.4202
3,9100001,9150000,9125550,2048,0.0102,0.1174,0.1204,0.3471
3,9150001,9200000,9161447,1283,0.0463,0.1209,0.1785,0.3763
3,9250001,9300000,9260229,1527,0.0035,0.1235,0.1241,0.3785
3,9300001,9350000,9332926,2004,0.0047,0.1109,0.0977,0.2976
3,9350001,9400000,9376737,4029,0.0541,0.1065,0.1266,0.2286
3,9400001,9450000,9425889,2483,0.0696,0.1116,0.1588,0.274
3,9450001,9500000,9469739,2427,0.0502,0.1052,0.1329,0.2689
3,9500001,9550000,9522130,1561,0.0129,0.1135,0.1413,0.422
3,9550001,9600000,9576007,4905,0.0628,0.1058,0.146,0.2698
3,9600001,9650000,9620379,3081,0.0653,0.1003,0.1444,0.2704
3,9650001,9700000,9674569,867,0.0013,0.1089,0.1142,0.4017
3,9700001,9750000,9719777,2436,0.0309,0.1246,0.1763,0.4136
3,9900001,9950000,9923831,2753,0.0106,0.1239,0.1237,0.3348
3,9950001,10000000,9976730,1410,0.0011,0.1108,0.0956,0.3081
3,10000001,10050000,10031834,1388,0.006,0.1153,0.149,0.471
